images/women/Queen_Rania.jpg,10.00000,2024-02-23 14:11:37,1
images/women/Heidi_Klum.jpg,6.20000,2024-02-23 14:11:37,1
images/women/Taylor_Swift.jpg,7.10000,2024-02-23 14:11:37,1
images/men/Chris_Hemsworth.jpg,10.00000,2024-02-23 14:11:37,1
images/men/Bill_Gates.jpg,2.70000,2024-02-23 14:11:37,1
images/men/Andrew_Tate.jpg,2.00000,2024-02-23 14:11:37,1
images/men/Tyreek_Hill.jpg,3.20000,2024-02-23 14:11:37,1
images/women/Nicki_Minaj.jpg,6.00000,2024-02-23 14:11:37,1
images/men/Benedict_Wong.jpg,2.10000,2024-02-23 14:11:37,1
images/men/Playboi_Carti.jpg,0.00000,2024-02-23 14:11:37,1
images/women/Vanessa_Kirby.jpg,6.50000,2024-02-23 14:11:37,1
images/women/Cindy_Crawford.jpg,7.70000,2024-02-23 14:11:37,1
images/men/Gavi.jpg,6.90000,2024-02-23 14:11:37,1
images/men/Anil_Kapoor.jpg,3.40000,2024-02-23 14:11:37,1
images/women/Cris_Cyborg.jpg,1.60000,2024-02-23 14:11:37,1
images/women/Naomi_Scott.jpg,7.10000,2024-02-23 14:11:37,1
images/women/Camille_Rowe.jpg,7.60000,2024-02-23 14:11:37,1
images/men/Mark_Ruffalo.jpg,10.00000,2024-02-23 14:11:37,1
images/women/Dua_Lipa.jpg,10.00000,2024-02-23 14:11:37,1
images/women/Mira_Nair.jpg,3.00000,2024-02-23 14:11:37,1
images/women/Zhang_Weili.jpg,2.60000,2024-02-23 14:11:37,1
images/women/Hailey_Baldwin.jpg,7.30000,2024-02-23 14:11:37,1
images/women/Kylie_Jenner.jpg,6.70000,2024-02-23 14:11:37,1
images/women/Daisy_Ridley.jpg,7.40000,2024-02-23 14:11:37,1
images/men/Jimmy_Carr.jpg,3.00000,2024-02-23 14:11:37,1
images/men/Willem_Dafoe.jpg,2.00000,2024-02-23 14:11:37,1
images/women/Rhea_Perlman.jpg,1.20000,2024-02-23 14:11:37,1
images/women/Rosie_Huntington-Whiteley.jpg,7.90000,2024-02-23 14:11:37,1
images/women/Sabrina_Ionescu.jpg,2.20000,2024-02-23 14:11:37,1
images/women/Kylie_Jenner.jpg,7.10000,2024-02-23 14:11:37,1
images/men/Pokelawls.jpg,1.70000,2024-02-23 14:11:37,1
images/women/Emily_Blunt.jpg,7.40000,2024-02-23 14:11:37,1
images/men/ChrisNxtDoor.jpg,3.10000,2024-02-23 14:11:37,1
images/women/Jessica_Alba.jpg,7.40000,2024-02-23 14:11:37,1
images/men/Jimin.jpg,4.40000,2024-02-23 14:11:37,1
